cartodb_id,the_geom,pop2000,fips,county,state,in_per_capita,in_pop,transport,nonroad,unknown,aircraft,cement,onroad,electricityprod,residential,industrial,commercial,total_per_capita,total
1322,,70205,27019,Carver County,MN,1.353553821,11.15917481,1.591593009,0.301556317,0,0,0,1.290036692,0.02953,0.521299288,1.386961341,0.341774879,3.871158518,271774.6837
1323,,27150,27021,Cass County,MN,1.59135571,10.20913233,3.361637516,0.794219899,0.188696341,0.075067699,0,2.303653578,0,0.630592771,0.733300185,0.184871025,4.910401497,133317.4006
1324,,13088,27023,Chippewa County,MN,1.633868622,9.479451059,3.013213674,0.929728191,0.238085148,0.094715565,0,1.750684769,0.005189183,0.690578526,1.133743672,0.28093287,5.123657924,67058.43491
1325,,41101,27025,Chisago County,MN,1.569636261,10.62378773,2.9295899,0.233518491,0.051367293,0.020435059,0,2.624269057,0,0.540042673,1.075269768,0.259997804,4.804900145,197486.2009
1326,,51229,27027,Clay County,MN,1.420641068,10.84406106,2.273280096,0.409340735,0.066373963,0.026405025,0,1.771160372,0,0.434825835,1.117423072,0.314244464,4.139773467,212076.4549
1327,,8423,27029,Clearwater County,MN,2.123596983,9.038721338,3.087748063,0.982127002,0,0,0,2.105621061,0,0.490759507,0.748928778,4.033722061,8.361158408,70426.03727
1328,,5168,27031,Cook County,MN,3.910690955,8.550241045,6.963946473,2.955819455,0.189342563,0.075324674,0,3.743459782,39.85770757,0.678961024,1.946112811,0.486713947,49.93344183,258056.0274
1329,,12167,27033,Cottonwood County,MN,1.963681521,9.406482648,3.122529378,1.185406722,0.193018665,0.076787228,0,1.667316763,0,0.683633565,2.505373792,0.81397482,7.125511555,86696.09909
1330,,55099,27035,Crow Wing County,MN,1.687962646,10.91688685,2.549372024,0.29929131,0.205974637,0.081941304,0,1.962164773,0,0.576415958,1.870293688,0.412368876,5.408450545,298000.2166
1331,,355904,27037,Dakota County,MN,1.996843509,12.78241631,1.641752918,0.162617128,0.087956485,0.034991055,0,1.35618825,1.338113351,0.500651504,3.395889027,0.489362579,7.365769378,2621506.785
1332,,17731,27039,Dodge County,MN,1.524294796,9.783069799,2.329507134,0.55505888,0.076099218,0.030273923,0,1.668075113,0,0.609889262,1.08729604,0.565211761,4.591904197,81419.05332
1333,,32821,27041,Douglas County,MN,1.711859397,10.39882383,2.798899487,0.415644279,0.205953608,0.081932965,0,2.095368634,0,0.614339865,1.660201897,0.465810326,5.539251575,181803.7759
1334,,16181,27043,Faribault County,MN,1.918473889,9.691592993,3.441359169,1.001756194,0.233488551,0.09288693,0,2.113227494,0,0.744651611,1.872147015,0.752399071,6.810556865,110201.6206
1335,,21122,27045,Fillmore County,MN,1.568225722,9.95807043,2.263362346,0.619649006,0.052127513,0.020737532,0,1.570848294,0,0.643643372,1.48512661,0.405995099,4.798127426,101346.0475
1336,,32584,27047,Freeborn County,MN,1.8959127,10.39157665,3.242685528,0.459189871,0.242335427,0.096406503,0,2.444753728,0,0.637678907,2.272569021,0.5056895,6.658622956,216964.5704
1337,,44127,27049,Goodhue County,MN,1.678723502,10.69482712,2.471442639,0.367900059,0.061155892,0.024329183,0,2.018057505,0.054345879,0.606252715,1.646681384,0.579988602,5.35871122,236463.85
1338,,6289,27051,Grant County,MN,2.016785495,8.746557355,5.558645378,2.284230684,0.386192241,0.153635949,0,2.734586505,0,0.773743925,0.934786229,0.246956326,7.514131857,47256.37525
1339,,1116200,27053,Hennepin County,MN,2.053211793,13.92544062,2.449624914,0.145438248,0.674037972,0.268147384,0,1.36200131,0.681463434,0.548106214,3.251398841,0.862296702,7.792890105,8698423.935
1340,,19718,27055,Houston County,MN,1.207881543,9.889287203,1.896930079,0.360593802,0.135639556,0.053960422,0,1.346736299,0,0.610336771,0.655832847,0.183288262,3.346387959,65984.07778
1341,,18376,27057,Hubbard County,MN,1.731730975,9.818800744,2.752305578,0.44937502,0.261145071,0.10388929,0,1.937896196,0,0.564911088,1.33636772,0.996841809,5.650426195,103832.2318
1342,,31287,27059,Isanti County,MN,1.385799576,10.35095795,2.13489704,0.246041807,0.292989675,0.116557884,0,1.479307674,0.000265549,0.636168677,0.981811062,0.24487902,3.998021349,125086.0939
1343,,43992,27061,Itasca County,MN,3.957226023,10.69176308,2.246693639,0.399743034,0.172577915,0.068655356,0,1.605717333,47.07432005,0.670310372,1.825465109,0.495223005,52.31201217,2301310.039
1344,,11268,27063,Jackson County,MN,1.95972256,9.329722129,4.720485905,1.424352632,0.152639722,0.060723559,0,3.082769992,0,0.704644134,1.343141211,0.329086452,7.097357702,79973.02658
1345,,14996,27065,Kanabec County,MN,1.460607771,9.615538778,2.515721624,0.381480032,0.272348479,0.108346361,0,1.753546753,0,0.673329955,0.892302083,0.2272237,4.308577361,64611.42611
1346,,41203,27067,Kandiyohi County,MN,1.808163409,10.62626635,2.211505271,0.440521348,0.12438274,0.049482228,0,1.597118956,0.000258876,0.57777896,2.138167277,1.171524956,6.099235339,251306.7937
1347,,5285,27069,Kittson County,MN,2.559400649,8.572627898,6.758268166,3.284739262,0.915752276,0.36430705,0,2.193469578,0,0.670003655,1.312824221,4.186970507,12.92806655,68324.83171
1348,,14355,27071,Koochiching County,MN,2.187991872,9.571853593,3.355427808,0.526014569,0.984778731,0.391767075,0,1.452867434,0,0.606373628,3.22107136,1.734415266,8.917288063,128007.6701
1349,,8067,27073,Lac qui Parle County,MN,1.899549094,8.995536945,3.988904986,1.986513524,0.072257995,0.02874575,0,1.901387717,0,0.675436835,1.653848384,0.36469021,6.682880414,53910.7963
1350,,11058,27075,Lake County,MN,3.55084038,9.310909427,3.782638507,1.128949629,0.251363847,0.099998288,0,2.302326743,0,0.681188949,30.0887695,0.289989254,34.84258621,385289.3183
1351,,4522,27077,Lake of the Woods County,MN,2.310902768,8.416709653,8.275848285,5.438469885,0.823405205,0.327569193,0,1.686404002,0,0.482351831,0.99401063,0.331312881,10.08352363,45597.69384
1352,,25426,27079,Le Sueur County,MN,1.542309197,10.14352755,1.993888776,0.408372042,0.039210658,0.015598883,0,1.530707193,0,0.625262685,1.208985632,0.847237083,4.675374177,118876.0638
1353,,6429,27081,Lincoln County,MN,1.682737082,8.768574284,3.564609679,1.855493719,0,0,0,1.70911596,0,0.707908459,0.887758326,0.219985589,5.380262054,34589.70474
1354,,25425,27083,Lyon County,MN,1.981247498,10.14348822,2.619255351,0.583784233,0.37528838,0.149298114,0,1.510884624,0,0.51926004,3.405933162,0.707335378,7.251783931,184376.6065
1355,,34898,27085,McLeod County,MN,1.624032873,10.4601848,2.143153255,0.431469155,0.216990216,0.086323518,0,1.408370366,0.219110268,0.605903021,1.649616275,0.455727115,5.073509933,177055.3496
1356,,5190,27087,Mahnomen County,MN,1.771685747,8.554488976,4.406719996,2.145595319,0.085794696,0.03413096,0,2.141199022,0,0.584436588,0.762665361,0.126936539,5.880758483,30521.13653
1357,,10155,27089,Marshall County,MN,2.784006318,9.225721474,4.455616709,2.221396377,0,0,0,2.234220333,0,0.570326208,0.862375395,10.29541009,16.1837284,164345.7619
1358,,21802,27091,Martin County,MN,2.072064415,9.989756988,2.928434689,0.746538297,0.148783875,0.059189552,0,1.973922965,2.436769697,0.6511249,1.538911768,0.385959085,7.941200139,173134.0454
1359,,22644,27093,Meeker County,MN,1.352985222,10.0276502,2.278973982,0.566812412,0.099410075,0.039547547,0,1.573203948,0,0.588206714,0.801839545,0.199937769,3.868958009,87608.68516
1360,,22330,27095,Mille Lacs County,MN,1.851363345,10.01368634,3.281685616,0.440095216,0.179554331,0.071430675,0,2.590605394,0,0.621189566,2.014619585,0.451001296,6.368496063,142208.5171
1361,,31712,27097,Morrison County,MN,1.623069005,10.36445044,2.871947875,0.399307247,0.196181882,0.078045513,0,2.198413233,0,0.604367811,1.286758961,0.305547452,5.068622099,160736.144
1362,,38603,27099,Mower County,MN,1.897799897,10.56108527,2.167332189,0.407750994,0.181642563,0.07226149,0,1.505677143,2.014198447,0.622260463,1.554603056,0.312806799,6.671200955,257528.3705
1363,,9165,27101,Murray County,MN,1.668199721,9.12314716,3.41521748,1.731328885,0,0,0,1.683888595,0,0.811559261,0.862196189,0.213640085,5.302613015,48598.44828
1364,,29771,27103,Nicollet County,MN,1.470039353,10.30129004,2.053350609,0.424336791,0,0,0,1.629013818,0,0.539885832,1.354097568,0.40207229,4.349406299,129486.1749
1365,,20832,27105,Nobles County,MN,1.743995033,9.944245545,2.973767646,0.709315347,0.149295955,0.059393268,0,2.055763075,0,0.646698469,1.709433471,0.390250437,5.720150022,119162.1653
1366,,7442,27107,Norman County,MN,1.92988781,8.914894909,4.381686016,2.316381068,0,0,0,2.065304948,0,0.586835598,1.694721914,0.225493819,6.888737348,51265.98335
1367,,124277,27109,Olmsted County,MN,1.849108427,11.73026822,2.033751347,0.275853576,0.245598802,0.09770469,0,1.414594278,0.232483855,0.550649098,2.630523261,0.906744246,6.354151807,789674.9241
1368,,57159,27111,Otter Tail County,MN,2.19636355,10.95359214,2.45089031,0.521324042,0.087210564,0.034694355,0,1.807661349,4.52295075,0.607420291,1.09884109,0.312151651,8.992254093,513988.2517
1369,,13584,27113,Pennington County,MN,1.763490607,9.516647909,3.093622991,0.697593717,0.704573745,0.280295208,0,1.411160321,0,0.475619931,1.756976461,0.5065424,5.832761783,79232.23606
1370,,26530,27115,Pine County,MN,1.598787957,10.18603145,3.321967397,0.288128179,0,0,0,3.033839218,0.000313164,0.632514113,0.794562177,0.19767592,4.947032771,131244.7794
1371,,9895,27117,Pipestone County,MN,1.752920431,9.199784858,3.188673775,0.992736233,0.390761707,0.15545365,0,1.649722185,0,0.700015645,1.508864882,0.373878859,5.771433161,57108.33112
1372,,31369,27119,Polk County,MN,2.224360191,10.35357542,3.186019737,0.955432501,0.258928585,0.103007565,0,1.868651085,0,0.510392296,5.071192199,0.479960005,9.247564238,290086.8426
1373,,11236,27121,Pope County,MN,1.676897002,9.326878188,3.168472292,1.221084965,0.117686647,0.046818372,0,1.782882309,0,0.711743032,1.175941739,0.292775403,5.348932466,60100.60518
1374,,511035,27123,Ramsey County,MN,1.869680333,13.14419336,1.576547394,0.099009429,0.107886969,0.04291985,0,1.326731146,1.027031594,0.502149435,2.723955809,0.656538402,6.486222635,3314686.785
1375,,4299,27125,Red Lake County,MN,1.867893102,8.366137716,4.611658821,2.791999414,0,0,0,1.819659407,0,0.558456884,1.045463613,0.259061296,6.474640614,27834.48
1376,,16815,27127,Redwood County,MN,1.721424827,9.730026624,3.39447148,1.115431754,0.24629184,0.097980456,0,1.934767431,0.003116005,0.661077527,1.213138817,0.320687295,5.592491125,94037.73826
1377,,17154,27129,Renville County,MN,2.470671282,9.749986662,3.499064274,1.286273889,0.124878689,0.049679548,0,2.038232148,0,0.673975723,6.915365829,0.74197988,11.83038571,202938.4364
1379,,9721,27133,Rock County,MN,1.96703529,9.182043773,4.281671865,1.280509912,0.233190806,0.092768447,0,2.6752027,0,0.647622184,1.491887132,0.728267811,7.149448992,69499.79365
1380,,16338,27135,Roseau County,MN,1.592286671,9.701248962,3.024151135,0.829252429,0.520184502,0.206941087,0,1.467773118,0,0.462403621,1.01885046,0.409569802,4.914975018,80300.86185
1381,,200528,27137,St. Louis County,MN,2.265195927,12.20870917,2.084812424,0.188925712,0.274375087,0.109152553,0,1.512359071,1.508222479,0.61310301,4.836813515,0.590060353,9.633011782,1931688.587
1382,,89498,27139,Scott County,MN,1.481158706,11.40197156,2.028193026,0.298194101,0,0,0,1.729998925,0.001397273,0.50000632,1.40929758,0.459144564,4.398038763,393615.6732
1383,,64417,27141,Sherburne County,MN,4.303738619,11.07313285,2.508128553,0.22734041,0.358088126,0.142455483,0,1.780244534,70.04068323,0.498089977,0.797868028,0.131075026,73.97584482,4765301.996
1384,,15356,27143,Sibley County,MN,1.596805056,9.639261556,2.668119146,0.82399563,0,0,0,1.844123516,0,0.678877427,0.956318617,0.633917826,4.937233016,75816.15019
1385,,133166,27145,Stearns County,MN,1.727676209,11.79935175,2.053825979,0.269100776,0,0,0,1.784725203,0,0.492937933,2.458390202,0.622407311,5.627561424,749399.8446
1386,,33680,27147,Steele County,MN,1.707661687,10.42465947,2.645736298,0.412142363,0.182524416,0.072612291,0,1.978457229,0,0.584106931,1.780827634,0.505377276,5.51604814,185780.5014
1387,,10053,27149,Stevens County,MN,1.896511748,9.215626376,2.885684658,1.273506922,0.169559413,0.067454557,0,1.375163765,0,0.575740586,2.534657462,0.666530282,6.662612988,66979.24836
1388,,11956,27151,Swift County,MN,1.774086341,9.388988523,2.936427044,1.209743074,0.118141503,0.046999328,0,1.561543139,0.003771712,0.626376864,1.710715468,0.617601663,5.894892752,70479.33774
1389,,24426,27153,Todd County,MN,1.169716938,10.10340342,2.187354124,0.413122729,0.063454166,0.025243508,0,1.685533721,0,0.611932277,0.282828268,0.138966073,3.221080743,78678.11823
1390,,4134,27155,Traverse County,MN,2.123190649,8.32700074,6.453213642,4.423249544,0.254587352,0.10128056,0,1.674096186,0,0.795604201,0.888732672,0.220211156,8.357761671,34550.98675
1391,,21610,27157,Wabasha County,MN,1.371159517,9.98091145,1.815080074,0.495559078,0,0,0,1.319520996,0,0.657056627,1.095721114,0.372058634,3.93991645,85141.59448
1392,,13713,27159,Wadena County,MN,1.517409448,9.526099567,2.292613459,0.432071849,0.188921651,0.075157215,0,1.596462745,0,0.517066275,1.403781352,0.34693485,4.560395936,62536.70948
1393,,19526,27161,Waseca County,MN,1.397472884,9.87950219,2.151980479,0.537105118,0.172758561,0.068727203,0,1.373389597,0,0.571873922,1.061040555,0.260069986,4.044964942,78981.98546
1394,,201130,27163,Washington County,MN,2.269556282,12.21170674,1.744150329,0.162261932,0.093427693,0.037167627,0,1.451293076,4.700264912,0.499318594,2.420176154,0.311196854,9.675106844,1945954.24
1395,,11876,27165,Watonwan County,MN,1.659565388,9.382274836,3.484509678,0.959897979,0.119979499,0.047730467,0,2.356901733,0,0.637127718,0.907977215,0.22741097,5.25702558,62432.43579
1396,,7138,27167,Wilkin County,MN,2.050303682,8.873187904,5.747447322,2.42441139,0,0,0,3.323035932,0,0.610323355,1.138526739,0.273963021,7.770260437,55464.119
1397,,49985,27169,Winona County,MN,1.5301845,10.81947824,2.027054429,0.242078537,0.059020744,0.02347976,0,1.702475387,0,0.540329684,1.643189944,0.408454896,4.619028952,230882.1622
1398,,89986,27171,Wright County,MN,1.474948582,11.40740938,2.521405262,0.294702873,0.136868643,0.054449408,0,2.035384338,0.000106646,0.529854003,1.057193707,0.262251411,4.370811029,393311.8013
1399,,11080,27173,Yellow Medicine County,MN,1.715460401,9.31289696,3.515032171,1.429076149,0.163671084,0.06511206,0,1.857172879,0,0.661018221,1.230087849,0.153096158,5.559234399,61596.31714
1400,,34340,28001,Adams County,MS,0.769303274,10.44406613,1.542787756,0.166251865,0.137217522,0.054588253,0,1.184730116,0.000219209,0.230019647,0.307852311,0.07738309,2.158262013,74114.71754
1401,,34558,28003,Alcorn County,MS,1.446244476,10.45039435,2.072126914,0.139770327,0.167664321,0.066700623,0,1.697991642,0,0.385117089,1.74529063,0.044599679,4.247134312,146772.4676
1402,,13599,28005,Amite County,MS,1.214469796,9.51775154,2.45412464,0.156249452,0.170661045,0.067892752,0,2.059321391,0,0.523123406,0.330168842,0.061090707,3.368507595,45808.33478
1403,,19661,28007,Attala County,MS,2.397315739,9.886392257,2.017041323,0.140160127,0.047503312,0.018897856,0,1.810480029,7.868042571,0.345741882,0.723268937,0.039532265,10.99362698,216145.7
1404,,8026,28009,Benton County,MS,1.723852457,8.990441551,3.501407223,0.213301917,0,0,0,3.288105305,1.356073981,0.336095416,0.357641357,0.054866135,5.606084112,44994.43108
1405,,40633,28011,Bolivar County,MS,1.337769167,10.61233582,2.260427607,0.411176787,0.384208764,0.152846821,0,1.312195235,0.653681935,0.309416989,0.549583493,0.037423331,3.810533354,154833.4018
1406,,15069,28013,Calhoun County,MS,1.81851024,9.620394932,2.003964223,0.232591439,0.101361835,0.04032403,0,1.629686919,0,0.29056561,3.81020245,0.057938427,6.162670709,92865.28492
1407,,10769,28015,Carroll County,MS,1.843828781,9.284426915,5.725905937,0.222973468,1.258911871,0.500823278,0,3.74319732,0,0.521831967,0.033537904,0.039416729,6.320692536,68067.53792
1408,,19440,28017,Chickasaw County,MS,1.416915329,9.875088078,2.529835706,0.22008381,0.384594182,0.153000077,0,1.772157637,0,0.312124629,1.248304515,0.034113596,4.124378446,80177.91699
1409,,9758,28019,Choctaw County,MS,4.27970307,9.18584274,2.136187226,0.1424943,0.016593523,0.006601192,0,1.970498211,69.33694741,0.400784374,0.298372023,0.046701818,72.21899285,704712.9323
1410,,11831,28021,Claiborne County,MS,0.926917025,9.378478484,1.726657598,0.288915592,0,0,0,1.437742006,0,0.464315448,0.262088573,0.073645764,2.526707383,29893.47504
1411,,17955,28023,Clarke County,MS,1.631040881,9.795623907,2.303147018,0.127258744,0.176106865,0.070059271,0,1.929722138,0.306607786,0.342375323,2.123887834,0.033172049,5.109190011,91735.50664
1412,,21979,28025,Clay County,MS,1.250031111,9.997842731,1.628096546,0.155299924,0.101363886,0.040324848,0,1.331107888,0,0.316833498,1.508347216,0.037174289,3.490451548,76716.63457
1413,,30622,28027,Coahoma County,MS,1.108584237,10.32947398,2.093439648,0.347359036,0.209663671,0.083408899,0,1.453008042,0.001859804,0.313144,0.557501466,0.064120585,3.030065503,92786.66583
1414,,28757,28029,Copiah County,MS,1.322469443,10.26663649,2.804427162,0.141522415,0.140091402,0.055731477,0,2.467081868,0,0.378256079,0.543741007,0.026252716,3.752676965,107915.7315
1415,,19407,28031,Covington County,MS,1.431477885,9.873389105,3.021377905,0.111052987,0,0,0,2.910324919,0,0.317183111,0.813780854,0.032537523,4.184879393,81215.95438
1416,,107199,28033,DeSoto County,MS,1.158568754,11.5824422,2.463160128,0.207980437,0.303797119,0.120857304,0,1.830525268,0.065715965,0.178484805,0.450097669,0.027912397,3.185370963,341468.5819
1417,,72604,28035,Forrest County,MS,1.06937346,11.1927753,1.89663606,0.103140401,0.13948861,0.05549169,0,1.598515359,0,0.165764298,0.761745267,0.089407846,2.91355347,211535.6362
1418,,8448,28037,Franklin County,MS,1.209025702,9.041685006,2.85138171,0.168491933,0,0,0,2.682889776,0,0.292892678,0.1507307,0.055213861,3.350218949,28302.64968
1419,,19144,28039,George County,MS,0.724779184,9.85974463,1.718781749,0.128917161,0,0,0,1.589864588,0.000955148,0.253298315,0.056122463,0.035117551,2.064275225,39518.48491
1420,,13299,28041,Greene County,MS,0.870366646,9.495444123,1.975015752,0.215180097,0,0,0,1.759835656,0,0.273022837,0.106158699,0.033588876,2.387786164,31755.1682
1421,,23263,28043,Grenada County,MS,1.872875936,10.05461939,2.605017351,0.258080565,0.259015146,0.103042028,0,1.984879612,0,0.276155379,3.553975638,0.071834815,6.506983183,151371.9498
1422,,42967,28045,Hancock County,MS,1.369805337,10.66818766,2.865100629,0.170410591,0.367952026,0.146379563,0,2.180358449,0,0.112446424,0.917808179,0.03922947,3.934584703,169057.3009
1423,,189601,28047,Harrison County,MS,2.206630278,12.15267714,1.932669166,0.172087904,0.241979473,0.096264845,0,1.422336944,6.424804508,0.141036384,0.493825117,0.092715481,9.085050656,1722534.69
1424,,250800,28049,Hinds County,MS,1.209797882,12.43241109,1.785516711,0.086835265,0.100877013,0.04013113,0,1.557673303,0.982694999,0.179877444,0.251040818,0.15367695,3.352806922,840883.976
1425,,21609,28051,Holmes County,MS,1.241706375,9.980865174,2.780550592,0.252455023,0.032145293,0.012788094,0,2.483162182,0,0.390275383,0.262439344,0.028249751,3.461515069,74799.87913
1426,,11206,28053,Humphreys County,MS,1.716672709,9.324204628,2.532796106,0.488760469,0.288983771,0.114964184,0,1.640087681,0,0.366946017,2.615719021,0.050516846,5.56597799,62372.34935
1427,,2274,28055,Issaquena County,MS,1.619337167,7.729295674,4.751840412,2.490060757,0,0,0,2.261779655,0,0.271014858,0,0.026886801,5.049742071,11483.11347
1428,,22770,28057,Itawamba County,MS,2.416654198,10.03319916,2.192731112,0.145853911,0.004740599,0.001885944,0,2.040250657,0,0.327459732,8.660498194,0.027606728,11.20829577,255212.8946
1429,,131420,28059,Jackson County,MS,3.015402106,11.78615358,2.031007555,0.190207621,0.108665736,0.043229663,0,1.688904536,16.81989707,0.153894519,1.352581345,0.039910673,20.39729116,2680612.005
1430,,18149,28061,Jasper County,MS,1.5634844,9.806370742,2.632627757,0.115028544,0.081602714,0.03246335,0,2.403533148,0.001373339,0.33270583,1.758638855,0.050086024,4.775431805,86669.31183
1431,,9740,28063,Jefferson County,MS,1.784810391,9.183996397,2.011047876,0.200776919,0,0,0,1.810270957,0,0.623937932,3.278555905,0.044908351,5.958450065,58035.30363
1432,,13962,28065,Jefferson Davis County,MS,1.322622528,9.544094633,1.864548332,0.083180683,0.08504481,0.033832725,0,1.662490114,0,0.54449319,1.282231129,0.061978837,3.753251488,52402.89728
1433,,64958,28067,Jones County,MS,1.808570641,11.08149619,2.991972482,0.146077796,0.720289079,0.286547115,0,1.839058492,1.332202804,0.231594049,1.494154427,0.051795888,6.10171965,396355.505
1434,,10453,28069,Kemper County,MS,1.501878438,9.254644298,2.551885695,0.16176268,0,0,0,2.390123015,1.390842549,0.311575469,0.194728621,0.041083222,4.490115556,46935.17791
1435,,38744,28071,Lafayette County,MS,1.143638994,10.56473118,2.341608761,0.22016594,0.479396733,0.190714728,0,1.451331359,0,0.289001831,0.44879962,0.058757172,3.138167384,121585.1571
1436,,39070,28073,Lamar County,MS,2.991158322,10.57311019,1.946376911,0.086485972,0.004144346,0.001648693,0,1.854097899,17.50105045,0.210240858,0.225360756,0.025700895,19.90872987,777834.0759
1437,,78161,28075,Lauderdale County,MS,1.397970339,11.26652608,2.931014529,0.12153008,0.522900752,0.208021636,0,2.078562061,0.087867602,0.236757267,0.701445114,0.089893119,4.046977632,316315.8187
1438,,13258,28077,Lawrence County,MS,0.955482009,9.492356423,1.664100064,0.174943067,0,0,0,1.489156996,0,0.415809672,0.453316669,0.066697062,2.599923467,34469.78533
1439,,20940,28079,Leake County,MS,1.259550027,9.949416484,2.159092599,0.149778833,0.059282109,0.023583762,0,1.926447895,0,0.277513034,1.050882347,0.03634752,3.523835499,73789.11535
1440,,75755,28081,Lee County,MS,1.487946571,11.23525973,2.555279338,0.207738857,0.331272769,0.131787713,0,1.884479998,0,0.241529264,1.556683397,0.074501609,4.427993608,335442.6558
1441,,37947,28083,Leflore County,MS,0.954505253,10.54394573,1.541564767,0.263118514,0,0,0,1.278446253,0,0.251077256,0.734686241,0.070056951,2.597385215,98562.97676
1442,,33166,28085,Lincoln County,MS,1.159758148,10.40928053,2.576541053,0.106572209,0.107404779,0.04272802,0,2.319836044,0,0.284994833,0.2825553,0.045070694,3.189161879,105771.7429
1443,,61586,28087,Lowndes County,MS,1.510979422,11.02818985,1.87145684,0.142329266,0.236482571,0.094078046,0.87848038,1.398566957,0.276275769,0.234524789,1.195921459,0.074507309,4.531166546,279056.4229
1444,,74674,28089,Madison County,MS,0.957232988,11.22088725,2.212489786,0.273058323,0.195272723,0.077683859,0,1.666474881,5.17617e-05,0.126721683,0.227405103,0.037811534,2.604479867,194486.9296
1445,,25595,28091,Marion County,MS,1.006958144,10.1501523,1.940173585,0.119377036,0.158153596,0.062917008,0,1.599725946,0,0.457503869,0.290990637,0.048593891,2.737261982,70060.22044
1446,,34993,28093,Marshall County,MS,1.213419391,10.46290332,2.736022482,0.107558624,0.093879093,0.037347185,0,2.497237579,0,0.341583817,0.263098157,0.024266699,3.364971155,117750.4356
1447,,38014,28095,Monroe County,MS,2.124237243,10.54570979,2.100531088,0.16256005,0.102226066,0.040667817,0,1.795077155,0,0.268526993,5.961606319,0.035849037,8.366513437,318044.6418
1448,,12189,28097,Montgomery County,MS,1.49198441,9.408289185,3.575323797,0.147198967,0.375869785,0.149529417,0,2.902725628,0,0.3940524,0.422228978,0.054304104,4.445909279,54191.1882
1449,,28684,28099,Neshoba County,MS,1.066314727,10.26409476,2.05578781,0.106524366,0.127652085,0.05078287,0,1.770828489,0,0.269280213,0.550037243,0.029550037,2.904655303,83317.13272
1450,,21838,28101,Newton County,MS,1.450335654,9.991406851,3.364195376,0.145556972,0.141523,0.056301081,0,3.020814323,0,0.274307144,0.593807416,0.032235749,4.264545685,93129.14867
1451,,12548,28103,Noxubee County,MS,1.249900373,9.437316569,2.604126182,0.377115376,0.135490409,0.053901143,0,2.037619254,0,0.273929947,0.540170395,0.071768717,3.489995241,43792.46028
1452,,42902,28105,Oktibbeha County,MS,0.707957579,10.66667372,1.462307337,0.101919784,0.133462813,0.053094502,0,1.173830238,0,0.196384925,0.309176765,0.061972204,2.029841232,87084.24852
1453,,34274,28107,Panola County,MS,2.162308356,10.44214233,2.887699491,0.271064726,0.110231611,0.043852583,0,2.462550572,4.118527019,0.361847493,1.296918674,0.026184176,8.691176852,297881.3954
1454,,48621,28109,Pearl River County,MS,0.890825743,10.79181082,1.968070795,0.106860216,0.039224606,0.015604417,0,1.806381556,0,0.323102527,0.115807902,0.030160049,2.437141273,118496.2458
1455,,12138,28111,Perry County,MS,1.677369713,9.404096306,2.719767465,0.124916375,0.022232909,0.008844735,0,2.563773446,0,0.354039038,2.238480863,0.0391742,5.351461566,64956.04048
1456,,38940,28113,Pike County,MS,1.615764225,10.56977728,2.071977112,0.118167387,0.08053409,0.032038261,0,1.841237374,0,0.270541534,2.633737029,0.055476155,5.03173183,195935.6375
1457,,26726,28115,Pontotoc County,MS,1.471122404,10.19339215,2.332035057,0.214320028,0.263048416,0.104646567,0,1.750020046,0,0.259561938,1.735089365,0.027433119,4.354119479,116368.1972
1458,,25556,28117,Prentiss County,MS,1.979434288,10.1486274,1.959915626,0.15808823,0.138434139,0.055072214,0,1.608321043,0,0.324942041,4.923077031,0.030712142,7.238646839,184990.8586
1459,,10117,28119,Quitman County,MS,1.288306564,9.221972456,2.196652542,0.468031889,0,0,0,1.728620653,0,0.39367491,0.952460716,0.083851703,3.626639871,36690.71558
1460,,115327,28121,Rankin County,MS,1.152284357,11.65552685,2.587588318,0.163601672,0.375260347,0.149286969,0,1.89943933,0,0.146572932,0.387529552,0.043724796,3.165415597,365057.8846
1461,,28423,28123,Scott County,MS,1.41619342,10.25495396,2.705722473,0.129746681,0.07595609,0.030217046,0,2.469802656,0,0.312808428,1.075919056,0.02695214,4.121402097,117142.6118
1462,,6580,28125,Sharkey County,MS,1.222395281,8.791790024,2.752519258,0.802571706,0,0,0,1.949947552,0,0.215872243,0.300889263,0.12602996,3.395310723,22341.14456
1463,,27639,28127,Simpson County,MS,1.031007376,10.2269831,2.354867456,0.097929786,0.073252409,0.029141479,0,2.154543782,0,0.280355594,0.1382148,0.030451133,2.803888983,77496.68759
1464,,16182,28129,Smith County,MS,1.167673005,9.691654792,1.837691022,0.116337622,0,0,0,1.7213534,0,0.322892169,1.002883977,0.051036627,3.214503795,52017.10041
1465,,13622,28131,Stone County,MS,1.347583342,9.519441412,2.720627658,0.137261389,0.24309271,0.096707691,0,2.243565868,0,0.542052671,0.54158508,0.043849297,3.848114706,52419.01853
1466,,34369,28133,Sunflower County,MS,1.01568764,10.44491027,2.10847501,0.309495555,0.307795318,0.122447833,0,1.368736303,0,0.229938563,0.385552018,0.037295909,2.7612615,94901.79648
1467,,14903,28135,Tallahatchie County,MS,0.926215162,9.609317814,1.973791002,0.47827711,0.103215358,0.041061337,0,1.351237197,0,0.378730893,0.115705509,0.056707198,2.524934603,37629.10038
1468,,25370,28137,Tate County,MS,1.11388245,10.14132265,2.07597671,0.215696054,0,0,0,1.860280656,0,0.342267829,0.596552418,0.031365082,3.046162039,77281.13092
